symbol,base,quote,exchange,type,active
PPT/ETH,PPT,ETH,binance,spot,False
CMT/BTC,CMT,BTC,binance,spot,False
CMT/ETH,CMT,ETH,binance,spot,False
CMT/BNB,CMT,BNB,binance,spot,False
XLM/BTC,XLM,BTC,binance,spot,True
XLM/ETH,XLM,ETH,binance,spot,True
XLM/BNB,XLM,BNB,binance,spot,False
CND/BTC,CND,BTC,binance,spot,False
CND/ETH,CND,ETH,binance,spot,False
CND/BNB,CND,BNB,binance,spot,False
LEND/BTC,LEND,BTC,binance,spot,False
LEND/ETH,LEND,ETH,binance,spot,False
WABI/BTC,WABI,BTC,binance,spot,False
WABI/ETH,WABI,ETH,binance,spot,False
WABI/BNB,WABI,BNB,binance,spot,False
LTC/ETH,LTC,ETH,binance,spot,True
LTC/USDT,LTC,USDT,binance,spot,True
LTC/BNB,LTC,BNB,binance,spot,True
TNB/BTC,TNB,BTC,binance,spot,False
TNB/ETH,TNB,ETH,binance,spot,False
WAVES/BTC,WAVES,BTC,binance,spot,False
WAVES/ETH,WAVES,ETH,binance,spot,False
WAVES/BNB,WAVES,BNB,binance,spot,False
GTO/BTC,GTO,BTC,binance,spot,False
GTO/ETH,GTO,ETH,binance,spot,False
GTO/BNB,GTO,BNB,binance,spot,False
ICX/BTC,ICX,BTC,binance,spot,False
ICX/ETH,ICX,ETH,binance,spot,False
ICX/BNB,ICX,BNB,binance,spot,False
OST/BTC,OST,BTC,binance,spot,False
OST/ETH,OST,ETH,binance,spot,False
OST/BNB,OST,BNB,binance,spot,False
ELF/BTC,ELF,BTC,binance,spot,False
ELF/ETH,ELF,ETH,binance,spot,False
AION/BTC,AION,BTC,binance,spot,False
AION/ETH,AION,ETH,binance,spot,False
AION/BNB,AION,BNB,binance,spot,False
NEBL/BTC,NEBL,BTC,binance,spot,False
NEBL/BNB,NEBL,BNB,binance,spot,False
BRD/BTC,BRD,BTC,binance,spot,False
BRD/ETH,BRD,ETH,binance,spot,False
BRD/BNB,BRD,BNB,binance,spot,False
MCO/BNB,MCO,BNB,binance,spot,False
EDO/BTC,EDO,BTC,binance,spot,False
EDO/ETH,EDO,ETH,binance,spot,False
WINGS/BTC,WINGS,BTC,binance,spot,False
WINGS/ETH,WINGS,ETH,binance,spot,False
NAV/BTC,NAV,BTC,binance,spot,False
NAV/ETH,NAV,ETH,binance,spot,False
NAV/BNB,NAV,BNB,binance,spot,False
LUN/BTC,LUN,BTC,binance,spot,False
LUN/ETH,LUN,ETH,binance,spot,False
TRIG/BTC,TRIG,BTC,binance,spot,False
TRIG/ETH,TRIG,ETH,binance,spot,False
TRIG/BNB,TRIG,BNB,binance,spot,False
APPC/BTC,APPC,BTC,binance,spot,False
APPC/ETH,APPC,ETH,binance,spot,False
APPC/BNB,APPC,BNB,binance,spot,False
VIBE/BTC,VIBE,BTC,binance,spot,False
VIBE/ETH,VIBE,ETH,binance,spot,False
RLC/BTC,RLC,BTC,binance,spot,False
RLC/ETH,RLC,ETH,binance,spot,True
RLC/BNB,RLC,BNB,binance,spot,False
INS/BTC,INS,BTC,binance,spot,False
INS/ETH,INS,ETH,binance,spot,False
PIVX/BTC,PIVX,BTC,binance,spot,False
PIVX/BNB,PIVX,BNB,binance,spot,False
IOST/BTC,IOST,BTC,binance,spot,False
IOST/ETH,IOST,ETH,binance,spot,False
CHAT/BTC,CHAT,BTC,binance,spot,False
CHAT/ETH,CHAT,ETH,binance,spot,False
STEEM/BTC,STEEM,BTC,binance,spot,True
STEEM/ETH,STEEM,ETH,binance,spot,True
STEEM/BNB,STEEM,BNB,binance,spot,False
NANO/BTC,NANO,BTC,binance,spot,False
NANO/ETH,NANO,ETH,binance,spot,False
NANO/BNB,NANO,BNB,binance,spot,False
VIA/BTC,VIA,BTC,binance,spot,False
VIA/ETH,VIA,ETH,binance,spot,False
VIA/BNB,VIA,BNB,binance,spot,False
BLZ/BTC,BLZ,BTC,binance,spot,False
BLZ/ETH,BLZ,ETH,binance,spot,False
BLZ/BNB,BLZ,BNB,binance,spot,False
AE/BTC,AE,BTC,binance,spot,False
AE/ETH,AE,ETH,binance,spot,False
AE/BNB,AE,BNB,binance,spot,False
RPX/BTC,RPX,BTC,binance,spot,False
RPX/ETH,RPX,ETH,binance,spot,False
RPX/BNB,RPX,BNB,binance,spot,False
NCASH/BTC,NCASH,BTC,binance,spot,False
NCASH/ETH,NCASH,ETH,binance,spot,False
NCASH/BNB,NCASH,BNB,binance,spot,False
POA/BTC,POA,BTC,binance,spot,False
POA/ETH,POA,ETH,binance,spot,False
POA/BNB,POA,BNB,binance,spot,False
ZIL/BTC,ZIL,BTC,binance,spot,False
ZIL/ETH,ZIL,ETH,binance,spot,False
ZIL/BNB,ZIL,BNB,binance,spot,False
ONT/BTC,ONT,BTC,binance,spot,True
ONT/ETH,ONT,ETH,binance,spot,False
ONT/BNB,ONT,BNB,binance,spot,False
STORM/BTC,STORM,BTC,binance,spot,False
STORM/ETH,STORM,ETH,binance,spot,False
STORM/BNB,STORM,BNB,binance,spot,False
QTUM/BNB,QTUM,BNB,binance,spot,False
QTUM/USDT,QTUM,USDT,binance,spot,True
XEM/BTC,XEM,BTC,binance,spot,False
XEM/ETH,XEM,ETH,binance,spot,False
XEM/BNB,XEM,BNB,binance,spot,False
WAN/BTC,WAN,BTC,binance,spot,True
WAN/ETH,WAN,ETH,binance,spot,False
WAN/BNB,WAN,BNB,binance,spot,False
WPR/BTC,WPR,BTC,binance,spot,False
WPR/ETH,WPR,ETH,binance,spot,False
QLC/BTC,QLC,BTC,binance,spot,False
QLC/ETH,QLC,ETH,binance,spot,False
SYS/BTC,SYS,BTC,binance,spot,False
SYS/ETH,SYS,ETH,binance,spot,False
SYS/BNB,SYS,BNB,binance,spot,False
QLC/BNB,QLC,BNB,binance,spot,False
GRS/BTC,GRS,BTC,binance,spot,False
GRS/ETH,GRS,ETH,binance,spot,False
ADA/USDT,ADA,USDT,binance,spot,True
ADA/BNB,ADA,BNB,binance,spot,True
CLOAK/BTC,CLOAK,BTC,binance,spot,False
CLOAK/ETH,CLOAK,ETH,binance,spot,False
GNT/BTC,GNT,BTC,binance,spot,False
GNT/ETH,GNT,ETH,binance,spot,False
GNT/BNB,GNT,BNB,binance,spot,False
LOOM/BTC,LOOM,BTC,binance,spot,False
LOOM/ETH,LOOM,ETH,binance,spot,False
LOOM/BNB,LOOM,BNB,binance,spot,False
XRP/USDT,XRP,USDT,binance,spot,True
BCN/BTC,BCN,BTC,binance,spot,False
BCN/ETH,BCN,ETH,binance,spot,False
BCN/BNB,BCN,BNB,binance,spot,False
REP/BTC,REP,BTC,binance,spot,False
REP/BNB,REP,BNB,binance,spot,False
BTC/TUSD,BTC,TUSD,binance,spot,True
TUSD/BTC,TUSD,BTC,binance,spot,False
ETH/TUSD,ETH,TUSD,binance,spot,True
TUSD/ETH,TUSD,ETH,binance,spot,False
TUSD/BNB,TUSD,BNB,binance,spot,False
ZEN/BTC,ZEN,BTC,binance,spot,True
ZEN/ETH,ZEN,ETH,binance,spot,False
ZEN/BNB,ZEN,BNB,binance,spot,False
SKYCOIN/BTC,SKYCOIN,BTC,binance,spot,False
SKYCOIN/ETH,SKYCOIN,ETH,binance,spot,False
SKYCOIN/BNB,SKYCOIN,BNB,binance,spot,False
EOS/USDT,EOS,USDT,binance,spot,False
EOS/BNB,EOS,BNB,binance,spot,False
CVC/BTC,CVC,BTC,binance,spot,False
CVC/ETH,CVC,ETH,binance,spot,False
CVC/BNB,CVC,BNB,binance,spot,False
THETA/BTC,THETA,BTC,binance,spot,True
THETA/ETH,THETA,ETH,binance,spot,False
THETA/BNB,THETA,BNB,binance,spot,False
XRP/BNB,XRP,BNB,binance,spot,True
TUSD/USDT,TUSD,USDT,binance,spot,True
IOTA/USDT,IOTA,USDT,binance,spot,True
XLM/USDT,XLM,USDT,binance,spot,True
IOTX/BTC,IOTX,BTC,binance,spot,False
IOTX/ETH,IOTX,ETH,binance,spot,False
QKC/BTC,QKC,BTC,binance,spot,False
QKC/ETH,QKC,ETH,binance,spot,False
AGI/BTC,AGI,BTC,binance,spot,False
AGI/ETH,AGI,ETH,binance,spot,False
AGI/BNB,AGI,BNB,binance,spot,False
NXS/BTC,NXS,BTC,binance,spot,False
NXS/ETH,NXS,ETH,binance,spot,False
NXS/BNB,NXS,BNB,binance,spot,False
ENJ/BNB,ENJ,BNB,binance,spot,False
DATA/BTC,DATA,BTC,binance,spot,False
DATA/ETH,DATA,ETH,binance,spot,False
ONT/USDT,ONT,USDT,binance,spot,True
TRX/BNB,TRX,BNB,binance,spot,True
TRX/USDT,TRX,USDT,binance,spot,True
ETC/USDT,ETC,USDT,binance,spot,True
ETC/BNB,ETC,BNB,binance,spot,False
ICX/USDT,ICX,USDT,binance,spot,True
SC/BTC,SC,BTC,binance,spot,False
SC/ETH,SC,ETH,binance,spot,False
NPXS/BTC,NPXS,BTC,binance,spot,False
NPXS/ETH,NPXS,ETH,binance,spot,False
VEN/USDT,VEN,USDT,binance,spot,False
KEY/BTC,KEY,BTC,binance,spot,False
KEY/ETH,KEY,ETH,binance,spot,False
NAS/BTC,NAS,BTC,binance,spot,False
NAS/ETH,NAS,ETH,binance,spot,False
NAS/BNB,NAS,BNB,binance,spot,False
MFT/BTC,MFT,BTC,binance,spot,False
MFT/ETH,MFT,ETH,binance,spot,False
MFT/BNB,MFT,BNB,binance,spot,False
DENT/BTC,DENT,BTC,binance,spot,False
DENT/ETH,DENT,ETH,binance,spot,False
ARDR/BTC,ARDR,BTC,binance,spot,False
ARDR/ETH,ARDR,ETH,binance,spot,False
ARDR/BNB,ARDR,BNB,binance,spot,False
NULS/USDT,NULS,USDT,binance,spot,False
HOT/BTC,HOT,BTC,binance,spot,False
HOT/ETH,HOT,ETH,binance,spot,False
VET/BTC,VET,BTC,binance,spot,False
VET/ETH,VET,ETH,binance,spot,False
VET/USDT,VET,USDT,binance,spot,True
VET/BNB,VET,BNB,binance,spot,False
DOCK/BTC,DOCK,BTC,binance,spot,False
DOCK/ETH,DOCK,ETH,binance,spot,False
POLY/BTC,POLY,BTC,binance,spot,False
POLY/BNB,POLY,BNB,binance,spot,False
PHX/BTC,PHX,BTC,binance,spot,False
PHX/ETH,PHX,ETH,binance,spot,False
PHX/BNB,PHX,BNB,binance,spot,False
HC/BTC,HC,BTC,binance,spot,False
HC/ETH,HC,ETH,binance,spot,False
GO/BTC,GO,BTC,binance,spot,False
GO/BNB,GO,BNB,binance,spot,False
PAX/BTC,PAX,BTC,binance,spot,False
PAX/BNB,PAX,BNB,binance,spot,False
PAX/USDT,PAX,USDT,binance,spot,False
PAX/ETH,PAX,ETH,binance,spot,False
RVN/BTC,RVN,BTC,binance,spot,False
DCR/BTC,DCR,BTC,binance,spot,False
DCR/BNB,DCR,BNB,binance,spot,False
USDC/BNB,USDC,BNB,binance,spot,False
MITH/BTC,MITH,BTC,binance,spot,False
MITH/BNB,MITH,BNB,binance,spot,False
BCHABC/BTC,BCHABC,BTC,binance,spot,False
BSV/BTC,BSV,BTC,binance,spot,False
BCHABC/USDT,BCHABC,USDT,binance,spot,False
BSV/USDT,BSV,USDT,binance,spot,False
BNB/PAX,BNB,PAX,binance,spot,False
BTC/PAX,BTC,PAX,binance,spot,False
ETH/PAX,ETH,PAX,binance,spot,False
XRP/PAX,XRP,PAX,binance,spot,False
EOS/PAX,EOS,PAX,binance,spot,False
XLM/PAX,XLM,PAX,binance,spot,False
REN/BTC,REN,BTC,binance,spot,False
REN/BNB,REN,BNB,binance,spot,False
BNB/TUSD,BNB,TUSD,binance,spot,True
XRP/TUSD,XRP,TUSD,binance,spot,False
EOS/TUSD,EOS,TUSD,binance,spot,False
XLM/TUSD,XLM,TUSD,binance,spot,False
BNB/USDC,BNB,USDC,binance,spot,True
BTC/USDC,BTC,USDC,binance,spot,True
ETH/USDC,ETH,USDC,binance,spot,True
XRP/USDC,XRP,USDC,binance,spot,True
EOS/USDC,EOS,USDC,binance,spot,False
XLM/USDC,XLM,USDC,binance,spot,True
USDC/USDT,USDC,USDT,binance,spot,True
ADA/TUSD,ADA,TUSD,binance,spot,False
TRX/TUSD,TRX,TUSD,binance,spot,False
NEO/TUSD,NEO,TUSD,binance,spot,False
TRX/XRP,TRX,XRP,binance,spot,True
XZC/XRP,XZC,XRP,binance,spot,False
PAX/TUSD,PAX,TUSD,binance,spot,False
USDC/TUSD,USDC,TUSD,binance,spot,False
USDC/PAX,USDC,PAX,binance,spot,False
LINK/USDT,LINK,USDT,binance,spot,True
LINK/TUSD,LINK,TUSD,binance,spot,False
LINK/PAX,LINK,PAX,binance,spot,False
LINK/USDC,LINK,USDC,binance,spot,True
WAVES/USDT,WAVES,USDT,binance,spot,False
WAVES/TUSD,WAVES,TUSD,binance,spot,False
WAVES/PAX,WAVES,PAX,binance,spot,False
WAVES/USDC,WAVES,USDC,binance,spot,False
BCHABC/TUSD,BCHABC,TUSD,binance,spot,False
BCHABC/PAX,BCHABC,PAX,binance,spot,False
BCHABC/USDC,BCHABC,USDC,binance,spot,False
BSV/TUSD,BSV,TUSD,binance,spot,False
BSV/PAX,BSV,PAX,binance,spot,False
BSV/USDC,BSV,USDC,binance,spot,False
LTC/TUSD,LTC,TUSD,binance,spot,False
LTC/PAX,LTC,PAX,binance,spot,False
LTC/USDC,LTC,USDC,binance,spot,True
TRX/PAX,TRX,PAX,binance,spot,False
TRX/USDC,TRX,USDC,binance,spot,True
BTT/BTC,BTT,BTC,binance,spot,False
BTT/BNB,BTT,BNB,binance,spot,False
BTT/USDT,BTT,USDT,binance,spot,False
BNB/USDSOLD,BNB,USDSOLD,binance,spot,False
BTC/USDSOLD,BTC,USDSOLD,binance,spot,False
USDSOLD/USDT,USDSOLD,USDT,binance,spot,False
USDSOLD/PAX,USDSOLD,PAX,binance,spot,False
USDSOLD/TUSD,USDSOLD,TUSD,binance,spot,False
USDSOLD/USDC,USDSOLD,USDC,binance,spot,False
BTT/PAX,BTT,PAX,binance,spot,False
BTT/TUSD,BTT,TUSD,binance,spot,False
BTT/USDC,BTT,USDC,binance,spot,False
ONG/BNB,ONG,BNB,binance,spot,False
ONG/BTC,ONG,BTC,binance,spot,True
ONG/USDT,ONG,USDT,binance,spot,True
HOT/BNB,HOT,BNB,binance,spot,False
HOT/USDT,HOT,USDT,binance,spot,True
ZIL/USDT,ZIL,USDT,binance,spot,True
ZRX/BNB,ZRX,BNB,binance,spot,False
ZRX/USDT,ZRX,USDT,binance,spot,True
FET/BNB,FET,BNB,binance,spot,True
FET/BTC,FET,BTC,binance,spot,True
FET/USDT,FET,USDT,binance,spot,True
BAT/USDT,BAT,USDT,binance,spot,True
XMR/BNB,XMR,BNB,binance,spot,False
XMR/USDT,XMR,USDT,binance,spot,False
ZEC/BNB,ZEC,BNB,binance,spot,False
ZEC/USDT,ZEC,USDT,binance,spot,True
ZEC/PAX,ZEC,PAX,binance,spot,False
ZEC/TUSD,ZEC,TUSD,binance,spot,False
ZEC/USDC,ZEC,USDC,binance,spot,True
IOST/USDT,IOST,USDT,binance,spot,True
CELR/BNB,CELR,BNB,binance,spot,False
CELR/BTC,CELR,BTC,binance,spot,False
CELR/USDT,CELR,USDT,binance,spot,True
ADA/PAX,ADA,PAX,binance,spot,False
ADA/USDC,ADA,USDC,binance,spot,True
NEO/PAX,NEO,PAX,binance,spot,False
NEO/USDC,NEO,USDC,binance,spot,True
DASH/BNB,DASH,BNB,binance,spot,False
DASH/USDT,DASH,USDT,binance,spot,True
NANO/USDT,NANO,USDT,binance,spot,False
OMG/BNB,OMG,BNB,binance,spot,False
OMG/USDT,OMG,USDT,binance,spot,False
THETA/USDT,THETA,USDT,binance,spot,True
ENJ/USDT,ENJ,USDT,binance,spot,True
MITH/USDT,MITH,USDT,binance,spot,False
MATIC/BNB,MATIC,BNB,binance,spot,False
MATIC/BTC,MATIC,BTC,binance,spot,False
MATIC/USDT,MATIC,USDT,binance,spot,False
ATOM/BNB,ATOM,BNB,binance,spot,False
ATOM/BTC,ATOM,BTC,binance,spot,True
ATOM/USDT,ATOM,USDT,binance,spot,True
ATOM/USDC,ATOM,USDC,binance,spot,True
ATOM/PAX,ATOM,PAX,binance,spot,False
ATOM/TUSD,ATOM,TUSD,binance,spot,False
ETC/USDC,ETC,USDC,binance,spot,True
ETC/PAX,ETC,PAX,binance,spot,False
ETC/TUSD,ETC,TUSD,binance,spot,False
BAT/USDC,BAT,USDC,binance,spot,False
BAT/PAX,BAT,PAX,binance,spot,False
BAT/TUSD,BAT,TUSD,binance,spot,False
PHB/BNB,PHB,BNB,binance,spot,False
PHB/BTC,PHB,BTC,binance,spot,False
PHB/USDC,PHB,USDC,binance,spot,False
PHB/TUSD,PHB,TUSD,binance,spot,False
PHB/PAX,PHB,PAX,binance,spot,False
TFUEL/BNB,TFUEL,BNB,binance,spot,False
TFUEL/BTC,TFUEL,BTC,binance,spot,True
TFUEL/USDT,TFUEL,USDT,binance,spot,True
TFUEL/USDC,TFUEL,USDC,binance,spot,False
TFUEL/TUSD,TFUEL,TUSD,binance,spot,False
TFUEL/PAX,TFUEL,PAX,binance,spot,False
ONE/BNB,ONE,BNB,binance,spot,False
ONE/BTC,ONE,BTC,binance,spot,False
ONE/USDT,ONE,USDT,binance,spot,True
ONE/TUSD,ONE,TUSD,binance,spot,False
ONE/PAX,ONE,PAX,binance,spot,False
ONE/USDC,ONE,USDC,binance,spot,False
FTM/BNB,FTM,BNB,binance,spot,False
FTM/BTC,FTM,BTC,binance,spot,False
FTM/USDT,FTM,USDT,binance,spot,False
FTM/TUSD,FTM,TUSD,binance,spot,False
FTM/PAX,FTM,PAX,binance,spot,False
FTM/USDC,FTM,USDC,binance,spot,False
BTCB/BTC,BTCB,BTC,binance,spot,False
BCPT/TUSD,BCPT,TUSD,binance,spot,False
BCPT/PAX,BCPT,PAX,binance,spot,False
BCPT/USDC,BCPT,USDC,binance,spot,False
ALGO/BNB,ALGO,BNB,binance,spot,False
ALGO/BTC,ALGO,BTC,binance,spot,True
ALGO/USDT,ALGO,USDT,binance,spot,True
ALGO/TUSD,ALGO,TUSD,binance,spot,False
ALGO/PAX,ALGO,PAX,binance,spot,False
ALGO/USDC,ALGO,USDC,binance,spot,True
USDSB/USDT,USDSB,USDT,binance,spot,False
USDSB/USDSOLD,USDSB,USDSOLD,binance,spot,False
GTO/USDT,GTO,USDT,binance,spot,False
GTO/PAX,GTO,PAX,binance,spot,False
GTO/TUSD,GTO,TUSD,binance,spot,False
GTO/USDC,GTO,USDC,binance,spot,False
ERD/BNB,ERD,BNB,binance,spot,False
ERD/BTC,ERD,BTC,binance,spot,False
ERD/USDT,ERD,USDT,binance,spot,False
ERD/PAX,ERD,PAX,binance,spot,False
ERD/USDC,ERD,USDC,binance,spot,False
DOGE/BNB,DOGE,BNB,binance,spot,False
DOGE/BTC,DOGE,BTC,binance,spot,True
DOGE/USDT,DOGE,USDT,binance,spot,True
DOGE/PAX,DOGE,PAX,binance,spot,False
DOGE/USDC,DOGE,USDC,binance,spot,True
DUSK/BNB,DUSK,BNB,binance,spot,False
DUSK/BTC,DUSK,BTC,binance,spot,True
DUSK/USDT,DUSK,USDT,binance,spot,True
DUSK/USDC,DUSK,USDC,binance,spot,False
DUSK/PAX,DUSK,PAX,binance,spot,False
BGBP/USDC,BGBP,USDC,binance,spot,False
